timestamp,sys_cpu_percent,sys_mem_percent,proc_cpu_percent,proc_mem_mb
2026-09-07T21:17:28,32.2,73.6,867.9,56.1
2026-09-07T21:17:30,41.1,74.4,1033.0,56.1
2026-09-07T21:17:32,32.0,74.2,900.6,56.1
2026-09-07T21:17:34,33.4,74.4,901.1,56.1
2026-09-07T21:17:36,34.6,74.2,880.8,56.1
2026-09-07T21:17:38,35.2,74.4,888.2,56.0
2026-09-07T21:17:40,39.9,73.6,1010.3,56.1
2026-09-07T21:17:42,33.0,73.5,883.1,56.1
2026-09-07T21:17:44,35.9,73.0,1045.4,56.5
2026-09-07T21:17:46,30.0,73.0,844.2,56.5
2026-09-07T21:17:48,34.1,73.0,961.8,56.5
2026-09-07T21:17:50,32.9,72.9,988.5,56.5
2026-09-07T21:17:52,30.5,72.9,855.7,56.5
2026-09-07T21:17:54,35.6,74.0,997.8,56.4
2026-09-07T21:17:56,37.8,74.2,979.4,56.4
2026-09-07T21:17:58,33.5,74.3,903.2,56.4
2026-09-07T21:18:00,29.1,74.4,776.1,56.3
2026-09-07T21:18:02,36.0,74.7,888.5,56.5
2026-09-07T21:18:04,39.7,74.8,1051.7,56.5
2026-09-07T21:18:06,31.8,74.7,889.0,56.5
2026-09-07T21:18:08,32.9,74.5,932.9,56.5
2026-09-07T21:18:10,34.1,74.2,951.7,56.5
2026-09-07T21:18:12,32.5,74.5,769.7,56.4
2026-09-07T21:18:14,40.1,74.4,972.1,56.4
2026-09-07T21:18:16,33.4,74.2,865.4,56.4
2026-09-07T21:18:18,39.6,74.3,971.3,56.4
2026-09-07T21:18:20,33.5,73.7,775.9,56.4
2026-09-07T21:18:22,36.2,73.6,861.4,56.4
2026-09-07T21:18:24,40.5,73.6,1061.9,56.4
2026-09-07T21:18:26,30.7,73.4,843.4,56.4
2026-09-07T21:18:28,38.0,73.3,1048.7,56.4
2026-09-07T21:18:30,35.5,73.9,925.9,56.4
2026-09-07T21:18:32,31.3,73.8,925.2,56.4
2026-09-07T21:18:34,35.9,73.3,1007.7,56.4
2026-09-07T21:18:36,31.1,73.3,911.4,56.4
2026-09-07T21:18:38,32.3,73.3,950.8,56.4
2026-09-07T21:18:40,32.7,73.2,907.5,56.4
2026-09-07T21:18:42,40.9,75.2,983.1,56.4
2026-09-07T21:18:44,43.2,76.5,959.6,56.4
2026-09-07T21:18:46,37.0,76.4,1026.8,57.4
2026-09-07T21:18:48,48.1,76.5,1351.8,59.5
2026-09-07T21:18:50,52.3,76.4,1513.9,63.7
2026-09-07T21:18:52,52.8,76.1,1538.8,64.4
2026-09-07T21:18:54,53.8,76.1,1552.5,64.6
2026-09-07T21:18:56,52.6,76.1,1588.8,64.7
2026-09-07T21:18:58,52.7,76.2,1543.5,66.8
2026-09-07T21:19:00,52.6,76.2,1569.3,66.9
2026-09-07T21:19:02,52.7,76.2,1583.3,66.9
2026-09-07T21:19:04,51.6,76.2,1551.9,69.6
2026-09-07T21:19:06,56.3,76.3,1551.7,69.6
2026-09-07T21:19:08,53.8,76.3,1581.9,70.6
2026-09-07T21:19:10,55.1,76.8,1538.0,70.7
2026-09-07T21:19:12,56.8,78.2,1443.1,70.7
2026-09-07T21:19:15,56.5,78.4,1528.3,70.7
2026-09-07T21:19:17,55.0,78.5,1563.6,70.6
2026-09-07T21:19:19,53.5,78.4,1555.3,70.6
2026-09-07T21:19:21,53.7,77.9,1571.0,70.6
2026-09-07T21:19:23,52.1,77.2,1573.4,70.7
2026-09-07T21:19:25,52.6,76.0,1576.2,70.7
2026-09-07T21:19:27,52.9,75.5,1570.1,70.7
2026-09-07T21:19:29,53.3,75.4,1561.5,71.4
2026-09-07T21:19:31,56.2,76.5,1541.9,69.8
2026-09-07T21:19:34,54.2,76.2,1543.8,69.7
2026-09-07T21:19:36,55.3,76.0,1547.1,69.7
2026-09-07T21:19:38,54.5,76.0,1492.1,69.7
2026-09-07T21:19:40,54.9,75.8,1542.9,69.7
2026-09-07T21:19:42,54.6,74.7,1423.8,69.7
2026-09-07T21:19:44,53.4,74.6,1581.8,70.0
2026-09-07T21:19:46,54.2,74.6,1578.2,70.0
2026-09-07T21:19:48,53.0,73.9,1515.3,70.1
2026-09-07T21:19:50,55.4,74.4,1559.7,70.1
2026-09-07T21:19:52,55.0,74.6,1511.1,70.1
2026-09-07T21:19:54,56.1,74.6,1565.2,70.1
2026-09-07T21:19:56,53.9,74.6,1580.1,70.1
