timestamp,sys_cpu_percent,sys_mem_percent,proc_cpu_percent,proc_mem_mb
2026-09-07T15:41:22,4.9,71.3,0.0,99.3
2026-09-07T15:41:24,4.9,71.6,0.0,99.3
2026-09-07T15:41:26,4.9,71.7,0.8,99.2
2026-09-07T15:41:28,4.2,71.7,0.0,99.2
2026-09-07T15:41:30,3.2,71.7,0.0,99.2
2026-09-07T15:41:32,3.5,71.4,0.0,99.2
2026-09-07T15:41:34,5.9,71.9,0.0,99.2
2026-09-07T15:41:36,5.0,71.8,0.0,99.2
2026-09-07T15:41:38,4.5,72.4,0.0,99.2
2026-09-07T15:41:40,5.2,72.6,0.0,99.2
2026-09-07T15:41:42,4.5,72.8,0.0,99.2
2026-09-07T15:41:44,5.3,73.0,0.0,99.2
2026-09-07T15:41:46,6.0,73.0,0.0,99.2
2026-09-07T15:41:48,4.6,73.0,0.0,99.2
2026-09-07T15:41:50,4.2,73.0,0.0,99.2
2026-09-07T15:41:52,4.9,72.9,0.0,99.2
2026-09-07T15:41:54,4.9,72.9,0.0,99.2
2026-09-07T15:41:56,5.2,73.1,0.8,98.8
2026-09-07T15:41:58,5.2,73.4,0.0,98.8
2026-09-07T15:42:00,4.1,73.3,0.0,98.8
2026-09-07T15:42:02,5.7,73.6,0.0,98.8
2026-09-07T15:42:04,5.6,73.8,0.0,98.8
2026-09-07T15:42:06,6.4,73.9,0.0,98.8
2026-09-07T15:42:08,3.4,73.9,0.0,98.8
2026-09-07T15:42:10,6.1,73.9,0.0,98.8
2026-09-07T15:42:12,3.4,74.1,0.0,98.8
2026-09-07T15:42:14,3.2,74.0,0.0,98.8
2026-09-07T15:42:16,5.2,73.9,0.0,98.8
2026-09-07T15:42:18,2.7,73.7,0.0,98.8
2026-09-07T15:42:20,4.5,73.6,0.0,98.8
2026-09-07T15:42:22,3.4,73.6,0.0,98.8
2026-09-07T15:42:24,2.6,73.6,0.0,98.8
2026-09-07T15:42:26,5.1,71.8,16.4,100.3
2026-09-07T15:42:28,3.1,71.8,0.0,100.3
2026-09-07T15:42:30,4.8,72.0,0.0,100.3
2026-09-07T15:42:32,6.5,72.8,0.0,100.3
2026-09-07T15:42:34,3.8,72.7,0.0,100.3
2026-09-07T15:42:36,3.9,72.8,0.0,100.3
2026-09-07T15:42:38,3.5,72.6,0.0,100.3
2026-09-07T15:42:40,4.0,72.0,0.0,100.3
2026-09-07T15:42:42,4.6,72.0,0.0,100.3
2026-09-07T15:42:44,3.6,71.8,0.0,100.3
2026-09-07T15:42:46,4.4,72.0,0.0,100.3
2026-09-07T15:42:48,4.2,72.2,0.0,100.3
2026-09-07T15:42:50,4.2,72.4,0.0,100.3
2026-09-07T15:42:52,4.1,72.5,0.0,100.3
2026-09-07T15:42:54,3.2,72.4,0.0,100.3
2026-09-07T15:42:56,3.7,72.4,0.0,99.9
2026-09-07T15:42:58,5.5,71.8,0.0,99.9
2026-09-07T15:43:00,3.6,71.7,0.0,99.9
2026-09-07T15:43:02,2.8,71.6,0.0,99.9
2026-09-07T15:43:04,3.3,71.5,0.0,99.9
2026-09-07T15:43:06,4.1,71.5,0.0,99.9
2026-09-07T15:43:08,4.7,71.5,0.0,99.9
2026-09-07T15:43:10,3.0,71.3,0.0,99.9
2026-09-07T15:43:12,3.5,71.3,0.0,99.9
2026-09-07T15:43:14,3.4,71.3,0.0,99.9
2026-09-07T15:43:16,5.9,72.0,0.0,99.9
2026-09-07T15:43:18,5.9,72.4,0.0,99.9
2026-09-07T15:43:20,5.1,72.4,0.0,99.9
2026-09-07T15:43:22,3.5,72.4,0.0,99.9
2026-09-07T15:43:24,3.5,72.3,0.0,99.9
2026-09-07T15:43:26,4.9,72.3,0.0,100.0
