Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /auth/login,667,26,1100,34420.24984962516,190.17910000002303,316790.35070000007,171.74662668665667,1.1927850542743486,0.046495369431983596,1100,2000,6200,15000,158000,246000,251000,268000,317000,317000,317000
,Aggregated,667,26,1100,34420.24984962516,190.17910000002303,316790.35070000007,171.74662668665667,1.1927850542743486,0.046495369431983596,1100,2000,6200,15000,158000,246000,251000,268000,317000,317000,317000
