Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /auth/login,15611,0,1600,1882.5129478700744,327.06490000055055,4961.091499997565,178.91678944334123,25.978907623894095,0.0,1600,2500,2900,3400,3900,4100,4300,4400,4600,4800,5000
,Aggregated,15611,0,1600,1882.5129478700744,327.06490000055055,4961.091499997565,178.91678944334123,25.978907623894095,0.0,1600,2500,2900,3400,3900,4100,4300,4400,4600,4800,5000
